id,'checking_status','duration','credit_history','purpose','credit_amount','savings_status','employment','installment_commitment','personal_status','other_parties','residence_since','property_magnitude','age','other_payment_plans','housing','existing_credits','job','num_dependents','own_telephone','foreign_worker','class'
LON904,no checking,15,existing paid,radio/tv,152460,No Savings,1<=X<4,4,male mar/wid,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,good
LON905,no checking,24,existing paid,radio/tv,140580,Less than 10000,>=7,4,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON906,<0,12,existing paid,radio/tv,121770,Less than 10000,1<=X<4,2,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,yes,yes,good
LON907,<0,21,existing paid,new car,413930,No Savings,4<=X<7,2,male single,co applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no,good
LON908,0<=X<200,36,existing paid,education,408210,No Savings,1<=X<4,2,male mar/wid,none,2,car,27,none,own,1,skilled,1,none,yes,good
LON909,no checking,15,delayed previously,used car,395340,Less than 10000,<1,1,female div/dep/mar,none,2,life insurance,46,none,own,2,unskilled resident,1,none,yes,good
LON910,0<=X<200,9,existing paid,new car,351450,No Savings,1<=X<4,1,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes,good
LON911,no checking,36,delayed previously,radio/tv,489940,Less than 10000,1<=X<4,4,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,yes,good
LON912,0<=X<200,24,critical/other existing credit,furniture/equipment,520960,Less than 10000,<1,2,female div/dep/mar,none,4,car,25,bank,own,1,unskilled resident,1,none,yes,bad
LON913,0<=X<200,30,existing paid,radio/tv,329010,No Savings,>=7,2,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,good
LON914,no checking,11,existing paid,business,235620,"1,00000 or Above",>=7,1,male div/sep,none,2,real estate,28,none,own,1,skilled,1,yes,yes,good
LON915,<0,24,all paid,business,347710,Less than 10000,1<=X<4,4,male single,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes,bad
LON916,0<=X<200,48,no credits/all paid,other,2026640,Less than 10000,1<=X<4,1,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,no,bad
LON917,no checking,10,existing paid,used car,313280,10000 - 49999,1<=X<4,1,male single,co applicant,2,real estate,32,none,own,1,skilled,2,none,yes,good
LON918,<0,6,existing paid,new car,1638560,Less than 10000,>=7,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON919,<0,24,existing paid,furniture/equipment,259490,10000 - 49999,unemployed,1,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,none,yes,bad
LON920,<0,24,existing paid,furniture/equipment,367950,Less than 10000,>=7,4,male single,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON921,no checking,18,critical/other existing credit,furniture/equipment,199870,Less than 10000,1<=X<4,4,female div/dep/mar,none,2,no known property,28,none,own,2,skilled,1,none,yes,good
LON922,no checking,48,delayed previously,radio/tv,1402390,50000 - 99999,4<=X<7,4,male single,none,1,car,37,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON923,<0,9,existing paid,radio/tv,150260,Less than 10000,<1,3,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,bad
LON924,0<=X<200,12,existing paid,new car,220220,Less than 10000,4<=X<7,3,male single,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes,good
LON925,<0,24,all paid,furniture/equipment,755920,Less than 10000,<1,2,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,bad
LON926,<0,12,all paid,new car,76670,Less than 10000,<1,4,male single,none,2,car,46,bank,own,2,skilled,1,yes,yes,bad
LON927,<0,18,critical/other existing credit,furniture/equipment,115390,Less than 10000,<1,4,female div/dep/mar,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,good
LON928,<0,48,existing paid,used car,1132670,Less than 10000,4<=X<7,4,male single,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes,bad
LON929,no checking,30,existing paid,radio/tv,205370,No Savings,>=7,4,male single,none,4,car,58,none,own,1,skilled,1,yes,yes,good
LON930,<0,12,delayed previously,new car,147840,Less than 10000,1<=X<4,4,male single,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes,good
LON931,<0,24,existing paid,furniture/equipment,192170,Less than 10000,<1,4,male single,co applicant,1,life insurance,24,none,own,1,unskilled resident,1,none,no,good
LON932,0<=X<200,9,existing paid,radio/tv,183700,Less than 10000,<1,4,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,yes,yes,bad
LON933,no checking,9,critical/other existing credit,new car,134640,Less than 10000,1<=X<4,3,male single,none,1,real estate,30,none,own,2,skilled,1,none,yes,good
LON934,no checking,12,critical/other existing credit,radio/tv,57420,50000 - 99999,>=7,4,male single,none,4,life insurance,42,none,own,2,skilled,2,yes,yes,good
LON935,<0,12,existing paid,radio/tv,164780,Less than 10000,1<=X<4,4,female div/dep/mar,none,1,car,23,bank,own,1,skilled,1,none,yes,good
LON936,0<=X<200,30,delayed previously,radio/tv,211090,10000 - 49999,<1,4,male single,none,3,no known property,30,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
LON937,>=200,9,existing paid,radio/tv,81950,Less than 10000,1<=X<4,3,female div/dep/mar,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes,bad
LON938,0<=X<200,6,existing paid,radio/tv,226930,Less than 10000,<1,4,male mar/wid,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
LON939,0<=X<200,60,existing paid,education,691680,Less than 10000,1<=X<4,4,male single,none,4,no known property,42,none,for free,1,skilled,1,none,yes,bad
LON940,no checking,24,critical/other existing credit,used car,752620,No Savings,1<=X<4,2,male single,none,4,life insurance,46,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
LON941,no checking,12,existing paid,new car,387970,No Savings,<1,2,male single,none,3,life insurance,45,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
LON942,no checking,10,existing paid,new car,170060,Less than 10000,1<=X<4,3,male single,none,2,real estate,31,none,own,1,unskilled resident,2,none,no,good
LON943,no checking,24,existing paid,furniture/equipment,102190,No Savings,4<=X<7,4,male single,none,2,car,31,stores,own,1,skilled,1,yes,yes,good
LON944,no checking,4,critical/other existing credit,new car,160050,Less than 10000,4<=X<7,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,good
LON945,<0,15,existing paid,furniture/equipment,202950,Less than 10000,<1,4,female div/dep/mar,guarantor,1,life insurance,46,none,rent,1,skilled,1,none,yes,good
LON946,0<=X<200,48,no credits/all paid,new car,919380,50000 - 99999,<1,1,female div/dep/mar,none,1,car,30,none,own,2,skilled,1,none,yes,good
LON947,<0,24,all paid,furniture/equipment,368390,50000 - 99999,<1,4,male single,none,4,no known property,30,none,for free,1,skilled,2,yes,yes,bad
LON948,no checking,12,existing paid,new car,314490,No Savings,unemployed,4,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON949,no checking,18,existing paid,furniture/equipment,168630,Less than 10000,<1,4,male mar/wid,co applicant,1,life insurance,43,none,own,1,unskilled resident,2,none,yes,bad
LON950,no checking,24,existing paid,radio/tv,398310,10000 - 49999,>=7,2,male single,none,4,car,31,none,own,2,skilled,1,none,yes,bad
LON951,0<=X<200,18,critical/other existing credit,business,394900,Less than 10000,unemployed,3,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,yes,good
LON952,<0,36,delayed previously,business,235950,Less than 10000,4<=X<7,2,male single,none,1,car,24,none,own,2,skilled,1,yes,yes,bad
LON953,0<=X<200,24,existing paid,used car,452430,50000 - 99999,<1,3,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,none,yes,bad
LON954,no checking,36,existing paid,furniture/equipment,1207140,Less than 10000,unemployed,4,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON955,<0,12,existing paid,new car,208230,Less than 10000,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes,good
LON956,<0,24,critical/other existing credit,radio/tv,135410,"1,00000 or Above",>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
LON957,>=200,30,critical/other existing credit,radio/tv,402160,No Savings,>=7,4,male single,none,4,life insurance,49,stores,own,2,unskilled resident,1,none,yes,good
LON958,0<=X<200,9,critical/other existing credit,radio/tv,126940,Less than 10000,>=7,2,male single,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes,good
LON959,<0,28,existing paid,new car,440660,Less than 10000,1<=X<4,3,male single,none,2,car,45,none,own,1,unskilled resident,1,none,yes,bad
LON960,0<=X<200,24,existing paid,furniture/equipment,337590,10000 - 49999,>=7,4,male single,none,4,no known property,30,none,for free,1,skilled,1,none,yes,good
LON961,no checking,6,critical/other existing credit,radio/tv,191400,Less than 10000,>=7,2,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,yes,good
LON962,0<=X<200,21,delayed previously,new car,258830,Less than 10000,1<=X<4,1,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,none,yes,good
LON963,no checking,15,existing paid,new car,391160,No Savings,1<=X<4,3,male single,none,2,no known property,29,none,own,1,skilled,1,none,yes,good
LON964,no checking,24,existing paid,radio/tv,263670,50000 - 99999,>=7,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad
LON965,0<=X<200,6,existing paid,repairs,49940,Less than 10000,<1,3,male mar/wid,none,1,life insurance,22,none,own,1,unskilled resident,1,none,yes,good
LON966,0<=X<200,30,existing paid,radio/tv,188650,No Savings,1<=X<4,4,female div/dep/mar,none,1,car,26,none,own,1,skilled,1,none,yes,good
LON967,0<=X<200,27,critical/other existing credit,radio/tv,277200,50000 - 99999,1<=X<4,4,male single,none,2,life insurance,23,none,own,2,unskilled resident,1,none,yes,bad
LON968,no checking,15,existing paid,radio/tv,392480,Less than 10000,>=7,4,female div/dep/mar,none,2,car,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
LON969,no checking,42,existing paid,radio/tv,788260,No Savings,4<=X<7,2,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,yes,good
LON970,<0,11,critical/other existing credit,new car,433290,Less than 10000,1<=X<4,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,good
LON971,0<=X<200,15,existing paid,repairs,166540,10000 - 49999,1<=X<4,4,male single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,good
LON972,no checking,24,existing paid,new car,813230,Less than 10000,1<=X<4,1,male single,none,4,life insurance,43,none,own,1,unskilled resident,2,none,yes,good
LON973,<0,24,all paid,new car,131230,Less than 10000,unemployed,1,female div/dep/mar,co applicant,4,no known property,29,none,rent,2,unemp/unskilled non res,1,none,yes,bad
LON974,<0,60,existing paid,business,802670,Less than 10000,>=7,4,male single,co applicant,4,no known property,36,none,rent,1,skilled,1,none,yes,bad
LON975,no checking,30,critical/other existing credit,radio/tv,311410,Less than 10000,1<=X<4,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,yes,good
LON976,>=200,24,existing paid,radio/tv,138380,50000 - 99999,1<=X<4,3,female div/dep/mar,none,3,car,57,none,own,1,unskilled resident,1,none,yes,good
LON977,0<=X<200,6,existing paid,radio/tv,82830,Less than 10000,1<=X<4,2,female div/dep/mar,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,good
LON978,0<=X<200,18,delayed previously,business,266970,No Savings,>=7,4,male single,none,2,life insurance,42,none,own,2,skilled,1,none,yes,good
LON979,no checking,24,delayed previously,new car,279180,Less than 10000,>=7,4,male single,none,4,car,47,none,own,2,unskilled resident,2,none,yes,bad
LON980,0<=X<200,15,all paid,new car,139040,10000 - 49999,1<=X<4,2,male mar/wid,none,2,life insurance,25,none,rent,1,skilled,1,none,yes,bad
LON981,0<=X<200,30,critical/other existing credit,furniture/equipment,922460,Less than 10000,4<=X<7,2,male single,none,2,life insurance,49,none,own,1,skilled,1,none,yes,bad
LON982,no checking,48,existing paid,business,532840,Less than 10000,unemployed,3,male single,none,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON983,>=200,21,existing paid,new car,321530,10000 - 49999,1<=X<4,1,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON984,<0,36,existing paid,used car,905190,Less than 10000,1<=X<4,2,male single,none,2,life insurance,26,none,own,1,skilled,2,none,yes,bad
LON985,no checking,24,critical/other existing credit,furniture/equipment,223080,Less than 10000,4<=X<7,2,male single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,yes,good
LON986,<0,15,critical/other existing credit,furniture/equipment,157630,Less than 10000,1<=X<4,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,good
LON987,>=200,42,no credits/all paid,business,691790,Less than 10000,<1,2,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,none,yes,good
LON988,no checking,13,existing paid,radio/tv,154990,10000 - 49999,unemployed,2,female div/dep/mar,none,4,real estate,64,none,own,1,skilled,1,none,yes,good
LON989,<0,24,existing paid,used car,723690,Less than 10000,unemployed,4,male single,none,2,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON990,0<=X<200,24,critical/other existing credit,radio/tv,191730,Less than 10000,>=7,4,male single,none,2,life insurance,48,none,own,2,unskilled resident,1,none,yes,good
LON991,no checking,12,critical/other existing credit,education,392150,No Savings,<1,2,male single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,yes,good
LON992,no checking,15,all paid,radio/tv,172590,10000 - 49999,>=7,4,male single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes,good
LON993,<0,18,existing paid,radio/tv,212960,No Savings,4<=X<7,2,male mar/wid,none,4,car,23,none,rent,2,unskilled resident,1,none,yes,good
LON994,<0,36,existing paid,furniture/equipment,435490,Less than 10000,unemployed,4,male single,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON995,no checking,12,existing paid,new car,262900,No Savings,>=7,4,male single,none,3,car,50,none,own,1,skilled,1,yes,yes,good
LON996,no checking,12,existing paid,furniture/equipment,190960,Less than 10000,4<=X<7,3,female div/dep/mar,none,4,real estate,31,none,own,1,unskilled resident,1,none,yes,good
LON997,<0,30,existing paid,used car,424270,Less than 10000,1<=X<4,4,male div/sep,none,4,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON998,no checking,12,existing paid,radio/tv,88440,Less than 10000,>=7,4,male single,none,4,car,38,none,own,1,skilled,1,none,yes,good
LON999,<0,45,existing paid,radio/tv,202950,Less than 10000,1<=X<4,4,male single,none,4,no known property,23,none,for free,1,skilled,1,yes,yes,bad
LON1000,0<=X<200,45,critical/other existing credit,used car,503360,10000 - 49999,unemployed,3,male single,none,4,car,27,none,own,1,skilled,1,none,yes,good
